,Lot Number,Product,first_entry_date,last_entry_date,shop_order,requested_qty,resin,Formula Sheet,packaging,colorant,misc,purging solvent,label,PRINTER ACCESSORIES,lid component door,ifu,lid component rotor,lid assembly,LABEL,pad,lid component lid,lid component,lid component cap,lid component washer,lid component hood,lid component cowl,PAD,SILICON FLUID,label stock,rubber tip,container,lid,label kit,barrel,TRAY,tip cap,discontinued,fg,cannula,plunger,bracket key,Value Stream
1851,19G189399,WP7477,2019-10-15,2019-10-15,189399,102387.168,RM004,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1852,19G189400,WP7477,2019-11-25,2019-11-25,189400,66375.129,RM004,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1853,19G189402,WP7026,2019-10-01,2019-10-09,189402,0,RM004,FS10002940,R1106A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1854,19G189403,PT00069525,2019-09-09,2019-09-09,189403,327291.620,RM129,DC00069150,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1855,19G189406,R7075BR,2019-08-28,2019-08-28,189406,10600.905,RM044,FS10002857,,RM042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1856,19G189426,WP8935,2019-07-29,2019-07-29,189426,525070.341,RM093,FS10002982,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1857,19G189432,WP8980-C,2019-09-18,2019-09-18,189432,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1858,19G189433,WP8979,2019-09-18,2019-09-18,189433,0,RM004,FS10002990,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1859,19G189434,R7013,2019-10-02,2019-10-02,189434,60071.760,RM020,FS10002800,,PT00065942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1860,19G189445,WP8982,2019-10-09,2019-10-10,189445,0,RM160,FS10002992,R98028,PT00065942,,X9894,,,,,,,,,,,R7075BY,R8249,,,,,,,,,,,,,,,,,,Containers
1861,19G189449,WP8510,2019-08-26,2019-09-04,189449,35178.872,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1862,19G189459,R7624,2019-09-25,2019-09-25,189459,63251.967,RM093,FS10007857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1863,19G189466,WP8998P,2019-11-05,2019-11-05,189466,0,RM176,DC00030204,R98028,PT00065942,,X9894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1864,19G189468,R7611,2019-10-09,2019-10-09,189468,66745.822,RM004,FS10008159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1865,19G189476,WP8980-C,2019-10-16,2019-10-16,189476,0,RM004,FS10002991,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1866,19G189500,WP8935,2019-11-13,2019-11-16,189500,501954.038,RM093,FS10002982,RM054,PT00065936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1867,19G189501,WP8836P,2019-10-09,2019-10-09,189501,0,RM004,FS10006507,CL63R1779,PT00065943,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1868,19G189502,WP8540,2019-10-01,2019-10-02,189502,11160.000,,FS10007856,R1612B,,,,,,WP7623,,,,,,R7622,,,,,R7624,,,,,,,,,,,,,,,,Containers
1869,19G189503,WP8526,2019-10-29,2019-10-30,189503,0,RM004,FS10002973,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1870,19G189515,WP7478,2019-11-18,2019-12-08,189515,26942.358,RM036,FS10002954,,RM018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1871,19G189516,WP7102,2019-10-01,2019-10-02,189516,183521.894,RM160,FS10026576,,,,,,,R7616,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1872,19G189537,WP8965N,2019-10-02,2019-10-02,189537,0,RM004,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1873,19G189540,WP7483,2019-09-18,2019-09-18,189540,211520.400,RM093,FS10002955,,,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1874,19G189543,R7568,2019-09-09,2019-09-09,189543,51573.600,RM004,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1877,19G189557,WP8520N,2019-10-30,2019-10-30,189557,0,RM004,FS10002970,R1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1878,19G189569,WP8850,2019-12-12,2019-12-12,189569,69250.492,RM157,DC00030197,R98028,PT00065943,,X9894,R4226A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1879,19G189572,PT00096177,2019-07-29,2019-07-29,189572,0,RM004,FS10002952,R1800,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1880,19G189600,WP8920,2019-08-07,2019-08-07,189600,24810.432,RM093,FS10002981,R1159,PT00065936,,,,,,,R7013,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1881,19G189601,WP8510,2019-09-18,2019-09-19,189601,31320.590,RM093,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1882,19G189705,WP7417,2019-08-12,2019-08-21,189705,5579.000,RM020,FS10002947,R98028,PT00065942,,X9894,,X9899,,,,PT00012250,,,,,,,WP7477,,,,,,,,,,,,,,,,,Containers
1883,19G189706,WP7417BL,2019-08-15,2019-08-21,189706,0,RM176,FS10021625,R98028,PT00065943,,X9894,,X9898,,,,WP7478,,,PT00012251,,,,WP7477,,,,,,,,,,,,,,,,,Containers
1884,19G189810,PT00069525,2019-11-26,2019-12-04,189810,237664.068,RM129,DC00069150,CL63R1783,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
1885,19G19063,31378089,2019-10-17,2019-10-23,189454,375645.192,RM157,FS10028268,R1750,PT00065936,,,PT00006659,,,CL63R98461A,,R7611,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1886,19G19163,8506Y,2019-09-10,2019-09-11,189455,95299.813,RM106,FS10003085,CL63R1776,RM260,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1887,19G19363,8541SA,2019-10-09,2019-10-09,189458,1116.000,RM032,FS10007851,,RM170,,,,,,PT00006610,,WP8540,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1888,19G19663,8989,2019-09-03,2019-09-06,189462,0,RM093,FS10003226,R1690,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1889,19G19763,8989PG2,2019-11-04,2019-11-06,189463,9660.000,RM176,FS10003741,R1700,PT00062563,,,,,,PT00012138,,PT00013694,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1890,19G19863,V8980,2019-11-05,2019-11-06,189464,8640.000,RM093,FS10003256,RM054,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1891,19G19963,8611U,2019-09-11,2019-09-11,189465,1440.000,RM129,FS20001167,R1292D,RM074,,,,,,PT00067916,,PT00013694,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
1892,19G20063,8980,2019-09-17,2019-09-17,189474,38160.000,RM093,FS10003210,RM054,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1893,19G20163,8980,2019-11-06,2019-11-06,189475,29520.000,RM093,FS10003210,RM054,PT00065936,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1894,19G20263,31323333,2019-09-18,2019-09-25,189477,230630.391,RM106,FS10006090,,RM170,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1895,19G20563,8836SA,2019-10-09,2019-10-09,189481,1692.000,RM093,FS10006504,,,,,PT00068805,,,CL63R98234,,WP8836P,,,,,,,,,R5098,,R4415,,,,,,,,,,,,,Containers
1896,19G20863,31300919,2019-09-04,2019-09-04,189487,32760.000,RM106,FS10006050,R1680,RM260,,,,,,PT00006643,,WP7605,,,,,,,,,R1679,,R4415,,,,,,,,,,,,,Containers
1897,19G21363,8931,2019-11-05,2019-11-06,189493,8120.000,RM160,FS10003177,R1292D,PT00062563,,,,,,PT00012138,,PT00013702,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1898,19G21763,8990SA,2019-10-23,2019-10-25,189497,15680.000,RM093,FS10003229,R1528A,PT00065936,,,,,,PT00006610,,WP3204,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1899,19G22063X,R7642B,2019-08-14,2019-08-21,189508,1667.520,0301009,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
1900,19G22163X,8881112015,2019-07-24,2019-07-24,189509,0,0301001,DC00005796,5170588,0400145,,,,EXP5050,,PT00055216,,,,,,,,,,,,PT00009994,5241008,4001801,,,,R7642B,,,,,,,,Syringe
1901,19G22263X,8881112015,2019-07-24,2019-07-24,189510,0,0301001,DC00005796,5170588,0400145,,,,EXP5050,,PT00055216,,,,,,,,,,,,PT00009994,5241008,4001801,,,,R7642B,,,,,,,,Syringe
1902,19G22363X,8881112015,2019-07-25,2019-07-25,189511,0,0301001,DC00005796,5170588,0400145,,,,EXP5050,,PT00055216,,,,,,,,,,,,PT00009994,5241008,4001801,,,,R7642B,,,,,,,,Syringe
1903,19G22663X,8881512878,2019-12-30,2019-12-30,189519,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1904,19G22763X,8881512878,2019-08-01,2019-08-14,189520,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1905,19G22863X,8881512878,2019-12-30,2019-12-30,189521,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1906,19G22963X,8881512878,2019-08-04,2020-12-01,189522,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1907,19G23063X,8881512878,2019-08-07,2020-12-01,189523,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1908,19G23163X,8881512878,2019-08-08,2020-12-01,189524,0,0301001,FS10011723,PT00015857,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1909,19G23263X,1181200777,2019-08-01,2019-08-21,189525,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
1910,19G23363X,1181200777,2019-11-06,2019-11-27,189526,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
1911,19G23463X,1181200777,2019-11-06,2019-11-27,189527,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
1912,19G23563X,1181200777,2019-11-13,2019-11-27,189528,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
1913,19G23663X,1181200777,2019-11-13,2019-12-04,189529,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
1914,19G23763X,1181200777,2019-11-13,2019-11-27,189530,0,0301001,FS10017237,5170969,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,,,,,,,,,Syringe
1915,19G24063,8935,2019-11-20,2019-11-21,189533,5520.000,RM165,FS20001205,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1916,19G24263,80-8705,2019-10-21,2019-10-21,189535,1584.000,RM165,DC00041675,RM054,PT00065936,,,PT00046145,,,PT00034294,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1917,19G24363,8507SA,2019-09-20,2019-09-25,189536,95299.813,RM032,FS10003086,CL63R1776,RM170,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1918,19G24663X,8881112599,2019-08-21,2019-08-21,189544,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
1919,19G24763X,8881112599,2019-08-14,2019-08-14,189545,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
1920,19G24863X,8881112059,2019-08-07,2019-08-07,189546,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1921,19G24963X,8881112059,2019-08-07,2019-08-07,189547,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1922,19G25063X,8881112059,2019-08-07,2019-08-07,189548,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1923,19G25163X,8881112059,2019-08-07,2019-08-07,189549,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1924,19G25263,8938,2019-10-04,2019-10-05,189550,5320.000,RM093,FS10003185,RM054,PT00065936,,,,,,PT00006635,,WP8935,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1925,19G25363,8607RC,2019-08-02,2019-08-02,189551,6980.000,RM129,FS10025554,R1644A,RM074,,,,,,PT00006651,,PT00013692,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
1926,19G25763X,5551777047MT,2019-07-24,2019-07-27,189556,0,0301001,FS10013540,5500149,,,,,4230505,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
1927,19G25863X,5551777047MT,2019-07-30,2019-08-03,189558,0,0301001,FS10013540,5500149,,,,,4230505,,,,,,,,,,,,,,,5241008,,,,,,,,,,,,,Syringe
1928,19G26063X,8881112518,2019-07-25,2019-07-25,189560,468.000,0301001,DC00078714,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4001204,,,,,,,,,,,,Syringe
1929,19G26163X,8881112083,2019-07-26,2019-07-26,189561,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1930,19G26263,89651,2019-10-09,2019-10-10,189562,30600.000,RM165,FS10003196,R1300D,PT00065936,,,,X98151,,CL63R9870B,,WP8965N,,,,,,,,,,,PT00062605,,,,,,,,,,,,,Containers
1931,19G26363X,5551761207,2019-08-07,2019-08-07,189563,0,,FS10013527,EXP6001,,,,,,,,,,,,,,,,,,,,,4101801,,,,,,,,,,,,Syringe
1932,19G26463,8985PG2Y,2019-11-27,2019-11-27,189565,3600.000,RM157,FS10029259,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1933,19G26663,8980Y,2019-09-06,2019-09-11,189567,5400.000,RM093,FS10003215,R1644A,PT00062563,,,,,,PT00012105,,WP8980-C,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1934,19G26763,8850,2019-12-06,2019-12-06,189568,7920.000,RM129,FS10003161,R1644A,PT00065942,,,PT00006652,,,CL63R98234,,PT00013696,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1935,19G26863X,4502570,2019-07-25,2019-12-01,189571,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1936,19G26963,8534SA,2019-08-05,2019-08-07,189573,83531.574,RM032,FS10003134,,RM170,,,,,,PT00006610,,,,,,,,,,,,,R4415,,PT00096177,,,,,,,,,,,Containers
1937,19G27063X,412SE,2019-10-10,2019-10-30,189574,4507.186,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
1938,19G27163,V8536,2019-10-10,2019-10-18,189582,47443.968,RM004,FS10003253,CL63R1706,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1939,19G27263X,R7642B,2019-08-19,2019-08-21,189583,1667.520,0301009,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syringe
1940,19G27363X,412SE,2019-10-23,2019-11-27,189584,4266.160,0301001,FS20006457,CL63R1794,0400145,,,,PT00033970,,PT00055216,,,,,,,,,,,,PT00009994,5241008R,4001801,,,,R7642B,,,,,,,,Syringe
1941,19G27563,8970Y,2019-08-19,2019-08-21,189587,23520.000,RM171,FS10003205,PT00044733,RM260,,,,,,PT00006610,,WP8979,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1942,19G27663,8536SA,2019-10-21,2019-10-23,189588,90810.720,RM004,FS10003137,CL63R1780,,,,,X98146,,PT00006610,,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1943,19G27963,8533Y,2019-08-16,2019-08-21,189591,83600.994,RM004,FS10012536,,RM260,,,,,,PT00006610,,,,,,,,,,,,,R4415,,PT00096177,,,,,,,,,,,Containers
1944,19G28063,8985CRS,2020-02-25,2020-02-26,189592,0,RM129,FS10028283,RM054,PT00065936,,,,,,PT00012137,,WP7449,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1945,19G28163,8985SPG2,2019-11-06,2019-11-06,189593,2880.000,RM157,FS10003745,R1644A,PT00062563,,,,,,PT00012137,,WP7449,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1946,19G28263,31323358,2019-10-30,2019-11-19,189595,135984.026,RM004,FS10006098,,RM260,,,,,,PT00067913,,PT00075579,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1947,19G28463,8602RC,2019-10-16,2019-10-18,189597,5556.761,RM168,FS10023531,R1528A,RM074,,,,,,PT00006651,,,,,,,,,,,,,R4415,,,WP8982,WP0001PKG,,,,,,,,,Containers
1948,19H00163,8607RC,2019-11-13,2019-11-13,189603,7820.000,RM129,FS10025554,R1644A,RM074,,,,,,PT00006651,,PT00013692,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
1949,19H00263,8939,2019-08-05,2019-08-07,189604,0,RM093,FS10003188,R1690,PT00062563,,,,,,PT00012137,,WP7417,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1950,19H00363,8939PG2,2019-08-06,2019-08-09,189606,0,RM176,FS10003740,R1700,PT00062563,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1951,19H00463,8939PG2,2019-11-27,2019-11-28,189607,0,RM176,FS10003740,R1700,PT00062563,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1952,19H00563,8939,2019-08-13,2019-08-14,189608,0,RM093,FS10003188,R1690,PT00062563,,,,,,PT00012137,,WP7417,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1953,19H00963,8535Y,2019-08-26,2019-08-28,189614,18400.000,RM004,FS10003136,R1317D,RM260,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1954,19H01063,8612RC,2019-09-05,2019-09-05,189616,6400.000,RM129,FS10021634,R1292D,RM074,,,,,,PT00006651,,WP7417P,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
1955,19H01463,8618U,2019-10-09,2019-10-09,189620,1260.000,RM176,FS20001170,R1700,RM074,,,,,,PT00067917,,WP7417P,,,,,,,,,,,R4415,,,,WP0002PKG,,,,,,,,,Containers
1956,19H01563,8871,2019-08-19,2019-08-21,189621,10200.000,RM020,FS10021624,R1700,PT00065942,,,PT00006652,,,CL63R98234,,WP7417BL,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1957,19H01763,8871NB,2019-08-21,2019-08-21,189623,140.000,RM020,FS20002481,R1700,PT00065942,,,PT00006677,,,CL63R98482,,WP7417BLNB,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1958,19H01863,8934,2019-08-26,2019-08-27,189624,11760.000,RM160,FS10003181,R1292D,PT00062563,,,,,,PT00012137,,WP7417,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1959,19H02263,8934PG2,2019-09-12,2019-09-12,189628,2240.000,RM129,FS10003749,R1292D,PT00062563,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1960,19H02363,8936PG2,2019-09-12,2019-09-12,189629,8360.000,RM129,FS10003747,R1292D,PT00065936,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1961,19H02463,8936SA,2019-08-27,2019-08-28,189630,3200.000,RM165,FS20001205,RM054,PT00065936,,,,,,PT00012137,,WP7418,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1962,19H02763,8998S,2019-08-26,2019-08-28,189633,13440.000,RM093,FS10003240,R1700,PT00065936,,,,,,PT00012137,,WP7418,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1963,19H02863,8998S,2019-09-24,2019-09-25,189634,4830.000,RM093,FS10003240,R1700,PT00065936,,,,,,PT00012137,,WP7418,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1964,19H02963,8998SPG2,2019-09-12,2019-09-18,189635,0,RM176,FS10003739,R1700,PT00065936,,,,,,PT00012137,,WP7417P,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1965,19H03263,047,2019-10-16,2019-10-16,189644,42560.000,RM093,FS10026366,R1528A,PT00065936,,,PT00034301,,,PT00034377,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1966,19H03363X,8881112599,2019-08-21,2019-08-21,189645,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
1967,19H03463X,8881112599,2019-08-22,2019-08-28,189646,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
1968,19H03563X,8881112599,2019-08-29,2019-08-29,189647,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
1969,19H03663X,8881112599,2019-08-29,2019-08-29,189648,0,0301001,FS10028544,5500149,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,5241008,4006202,,,,,,,,,,,,Syringe
1970,19H03763X,8881112083,2020-12-01,2020-12-01,189649,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1971,19H03863X,8881112083,2019-08-21,2019-08-21,189650,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1972,19H03963X,8881112083,2019-08-21,2019-08-21,189651,0,0301001,FS10017988,5000109,,,,,PT00033969,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1973,19H04063X,8881512852,2019-08-28,2019-09-25,189652,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1974,19H04163X,8881512852,2019-09-11,2019-09-25,189653,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1975,19H04263X,8881512852,2019-09-12,2019-09-25,189654,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1976,19H04363X,8881512852,2019-09-13,2019-09-25,189655,0,0301001,FS10011725,PT00015840,,,,,EXP6026,,,,,,,,,,,,,,PT00009994,5241008,4001801,,,,,,,,,,,,Syringe
1977,19H04463X,8881112059,2019-08-14,2019-08-14,189656,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1978,19H04563X,8881112059,2019-12-01,2019-12-01,189657,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1979,19H04663X,8881112059,2019-08-21,2019-08-21,189658,0,0301009,FS10017441,5000231,,,,,4220125,,,,,,,,,,,,,,PT00009994,5241008,4101801,,,,,,,,,,,,Syringe
1980,19H04763X,4502570,2019-08-07,2019-08-07,189659,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1981,19H04863X,4502570,2019-08-08,2019-08-08,189660,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1982,19H04963X,4502570,2019-08-09,2019-08-09,189661,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1983,19H05063X,4502570,2019-08-10,2019-08-10,189662,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1984,19H05163X,4502570,2019-08-14,2019-08-14,189663,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1985,19H05263X,4502570,2019-08-14,2019-08-14,189664,0,0301001,DC00056758,5542735,,,,,EXP5050,,,,,,,,,,,,,,PT00009994,,4001204,,,,,,,,,,,,Syringe
1986,19H05363,8985,2019-10-24,2019-10-30,189665,7020.000,RM093,FS10003221,R1644A,PT00062563,,,,,,PT00012138,,PT00013692,,R5097,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1987,19H05663,8527R,2019-10-29,2019-10-30,189672,20340.000,RM032,FS10003126,PT00049846,RM170,,,,,,PT00012105,,WP8526,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1988,19H05763,31353611,2019-08-27,2019-08-28,189674,96044.604,RM106,FS10006111,,RM260,,,,,,PT00067913,,PT00069525,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1989,19H05863,1522SA,2019-11-19,2019-11-20,189675,42519.858,RM129,FS10003045,R1302D,PT00065936,,,,,,PT00006610,R7013,,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1990,19H05963,31143699,2019-11-19,2019-11-20,189677,57344.000,RM157,FS10007061,R1697,PT00065936,,,,,,PT00033501,,WP7102,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
1991,19H06063,31156550,2019-10-16,2019-10-16,189678,3120.000,RM157,FS10006137,RM054,PT00065936,,,,,,PT00067912,,WP4810,,,,,,,,,,,R4415,,,,,,,,,,,,,Containers
